siteCode,SpeciesCode,year,month,count,month_number
BL0,O3,2023,2023_dec,1,12
BL0,O3,2023,2023_jan,1,1
BL0,O3,2023,2023_nov,1,11
BL0,O3,2023,2023_oct,1,10
BL0,O3,2023,2023_sep,1,9
BL0,O3,2024,2024_apr,1,4
BL0,O3,2024,2024_aug,1,8
BL0,O3,2024,2024_dec,1,12
BL0,O3,2024,2024_feb,1,2
BL0,O3,2024,2024_jan,1,1
BL0,O3,2024,2024_jul,1,7
BL0,O3,2024,2024_jun,1,6
BL0,O3,2024,2024_mar,1,3
BL0,O3,2024,2024_may,1,5
BL0,O3,2024,2024_nov,1,11
BL0,O3,2024,2024_oct,1,10
BL0,O3,2024,2024_sep,1,9
BL0,O3,2025,2025_feb,1,2
BL0,O3,2025,2025_jan,1,1
BL0,O3,2025,2025_mar,1,3
BL0,PM10,2023,2023_aug,1,8
BL0,PM10,2023,2023_dec,1,12
BL0,PM10,2023,2023_nov,1,11
BL0,PM10,2023,2023_oct,1,10
BL0,PM10,2023,2023_sep,1,9
BL0,PM10,2024,2024_apr,1,4
BL0,PM10,2024,2024_aug,1,8
BL0,PM10,2024,2024_dec,1,12
BL0,PM10,2024,2024_feb,1,2
BL0,PM10,2024,2024_jan,1,1
BL0,PM10,2024,2024_jul,1,7
BL0,PM10,2024,2024_jun,1,6
BL0,PM10,2024,2024_mar,1,3
BL0,PM10,2024,2024_may,1,5
BL0,PM10,2024,2024_nov,1,11
BL0,PM10,2024,2024_oct,1,10
BL0,PM10,2024,2024_sep,1,9
BL0,PM10,2025,2025_feb,1,2
BL0,PM10,2025,2025_jan,1,1
BL0,PM10,2025,2025_mar,1,3
BL0,PM2.5,2023,2023_aug,1,8
BL0,PM2.5,2023,2023_dec,1,12
BL0,PM2.5,2023,2023_nov,1,11
BL0,PM2.5,2023,2023_oct,1,10
BL0,PM2.5,2023,2023_sep,1,9
BL0,PM2.5,2024,2024_apr,1,4
BL0,PM2.5,2024,2024_aug,1,8
BL0,PM2.5,2024,2024_dec,1,12
BL0,PM2.5,2024,2024_feb,1,2
BL0,PM2.5,2024,2024_jan,1,1
BL0,PM2.5,2024,2024_jul,1,7
BL0,PM2.5,2024,2024_jun,1,6
BL0,PM2.5,2024,2024_mar,1,3
BL0,PM2.5,2024,2024_may,1,5
BL0,PM2.5,2024,2024_nov,1,11
BL0,PM2.5,2024,2024_oct,1,10
BL0,PM2.5,2024,2024_sep,1,9
BL0,PM2.5,2025,2025_feb,1,2
BL0,PM2.5,2025,2025_jan,1,1
BL0,PM2.5,2025,2025_mar,1,3
BL0,SO2,2023,2023_aug,1,8
BL0,SO2,2023,2023_dec,1,12
BL0,SO2,2023,2023_mar,1,3
BL0,SO2,2023,2023_nov,1,11
BL0,SO2,2023,2023_oct,1,10
BL0,SO2,2023,2023_sep,1,9
BL0,SO2,2024,2024_apr,1,4
BL0,SO2,2024,2024_aug,1,8
BL0,SO2,2024,2024_dec,1,12
BL0,SO2,2024,2024_feb,1,2
BL0,SO2,2024,2024_jan,1,1
BL0,SO2,2024,2024_jul,1,7
BL0,SO2,2024,2024_jun,1,6
BL0,SO2,2024,2024_mar,1,3
BL0,SO2,2024,2024_may,1,5
BL0,SO2,2024,2024_nov,1,11
BL0,SO2,2024,2024_oct,1,10
BL0,SO2,2024,2024_sep,1,9
BL0,SO2,2025,2025_feb,1,2
BL0,SO2,2025,2025_jan,1,1
BL0,SO2,2025,2025_mar,1,3
BQ7,NO2,2023,2023_nov,1,11
BQ7,NO2,2024,2024_aug,1,8
BQ7,NO2,2025,2025_may,1,5
BQ7,NO2,2025,2025_oct,1,10
BQ7,NO2,2025,2025_sep,1,9
BQ7,O3,2024,2024_aug,1,8
BQ7,O3,2025,2025_mar,1,3
BQ7,PM10,2024,2024_apr,1,4
BQ7,PM10,2024,2024_aug,1,8
BQ7,PM10,2024,2024_jul,1,7
BQ7,PM10,2024,2024_oct,1,10
BQ7,PM10,2024,2024_sep,1,9
BQ7,PM2.5,2024,2024_apr,1,4
BQ7,PM2.5,2024,2024_aug,1,8
BQ7,PM2.5,2024,2024_jul,1,7
BQ7,PM2.5,2024,2024_oct,1,10
BQ7,PM2.5,2024,2024_sep,1,9
BQ9,PM10,2025,2025_apr,1,4
BQ9,PM10,2025,2025_sep,1,9
BQ9,PM2.5,2023,2023_may,1,5
BQ9,PM2.5,2025,2025_apr,1,4
BQ9,PM2.5,2025,2025_sep,1,9
BT4,NO2,2023,2023_nov,1,11
BT4,NO2,2023,2023_oct,1,10
BT4,O3,2023,2023_apr,1,4
BT4,O3,2023,2023_aug,1,8
BT4,O3,2023,2023_dec,1,12
BT4,O3,2023,2023_jul,1,7
BT4,O3,2023,2023_jun,1,6
BT4,O3,2023,2023_may,1,5
BT4,O3,2023,2023_nov,1,11
BT4,O3,2023,2023_oct,1,10
BT4,O3,2023,2023_sep,1,9
BT4,O3,2024,2024_apr,1,4
BT4,O3,2024,2024_aug,1,8
BT4,O3,2024,2024_dec,1,12
BT4,O3,2024,2024_feb,1,2
BT4,O3,2024,2024_jan,1,1
BT4,O3,2024,2024_jul,1,7
BT4,O3,2024,2024_jun,1,6
BT4,O3,2024,2024_mar,1,3
BT4,O3,2024,2024_may,1,5
BT4,O3,2024,2024_nov,1,11
BT4,O3,2024,2024_oct,1,10
BT4,O3,2024,2024_sep,1,9
BT4,O3,2025,2025_apr,1,4
BT4,O3,2025,2025_aug,1,8
BT4,O3,2025,2025_feb,1,2
BT4,O3,2025,2025_jan,1,1
BT4,O3,2025,2025_jul,1,7
BT4,O3,2025,2025_jun,1,6
BT4,O3,2025,2025_mar,1,3
BT4,O3,2025,2025_may,1,5
BT4,O3,2025,2025_nov,1,11
BT4,O3,2025,2025_oct,1,10
BT4,O3,2025,2025_sep,1,9
BT4,SO2,2023,2023_apr,1,4
BT4,SO2,2023,2023_aug,1,8
BT4,SO2,2023,2023_dec,1,12
BT4,SO2,2023,2023_feb,1,2
BT4,SO2,2023,2023_jan,1,1
BT4,SO2,2023,2023_jul,1,7
BT4,SO2,2023,2023_jun,1,6
BT4,SO2,2023,2023_mar,1,3
BT4,SO2,2023,2023_may,1,5
BT4,SO2,2023,2023_nov,1,11
BT4,SO2,2023,2023_oct,1,10
BT4,SO2,2023,2023_sep,1,9
BT4,SO2,2024,2024_apr,1,4
BT4,SO2,2024,2024_aug,1,8
BT4,SO2,2024,2024_dec,1,12
BT4,SO2,2024,2024_feb,1,2
BT4,SO2,2024,2024_jan,1,1
BT4,SO2,2024,2024_jul,1,7
BT4,SO2,2024,2024_jun,1,6
BT4,SO2,2024,2024_mar,1,3
BT4,SO2,2024,2024_may,1,5
BT4,SO2,2024,2024_nov,1,11
BT4,SO2,2024,2024_oct,1,10
BT4,SO2,2024,2024_sep,1,9
BT4,SO2,2025,2025_apr,1,4
BT4,SO2,2025,2025_aug,1,8
BT4,SO2,2025,2025_feb,1,2
BT4,SO2,2025,2025_jan,1,1
BT4,SO2,2025,2025_jul,1,7
BT4,SO2,2025,2025_jun,1,6
BT4,SO2,2025,2025_mar,1,3
BT4,SO2,2025,2025_may,1,5
BT4,SO2,2025,2025_nov,1,11
BT4,SO2,2025,2025_oct,1,10
BT4,SO2,2025,2025_sep,1,9
BT5,PM10,2023,2023_jul,1,7
BT5,PM10,2025,2025_oct,1,10
BT5,PM2.5,2023,2023_apr,1,4
BT5,PM2.5,2023,2023_feb,1,2
BT5,PM2.5,2023,2023_jan,1,1
BT5,PM2.5,2023,2023_jun,1,6
BT5,PM2.5,2023,2023_mar,1,3
BT5,PM2.5,2023,2023_may,1,5
BT5,PM2.5,2024,2024_nov,1,11
BT5,PM2.5,2025,2025_aug,1,8
BT5,PM2.5,2025,2025_nov,1,11
BT5,PM2.5,2025,2025_oct,1,10
BT5,PM2.5,2025,2025_sep,1,9
BT6,PM10,2024,2024_oct,1,10
BT6,PM2.5,2023,2023_apr,1,4
BT6,PM2.5,2023,2023_aug,1,8
BT6,PM2.5,2023,2023_dec,1,12
BT6,PM2.5,2023,2023_feb,1,2
BT6,PM2.5,2023,2023_jan,1,1
BT6,PM2.5,2023,2023_jul,1,7
BT6,PM2.5,2023,2023_jun,1,6
BT6,PM2.5,2023,2023_mar,1,3
BT6,PM2.5,2023,2023_may,1,5
BT6,PM2.5,2024,2024_jan,1,1
BT6,SO2,2023,2023_apr,1,4
BT6,SO2,2023,2023_aug,1,8
BT6,SO2,2023,2023_dec,1,12
BT6,SO2,2023,2023_feb,1,2
BT6,SO2,2023,2023_jan,1,1
BT6,SO2,2023,2023_jul,1,7
BT6,SO2,2023,2023_jun,1,6
BT6,SO2,2023,2023_mar,1,3
BT6,SO2,2023,2023_may,1,5
BT6,SO2,2023,2023_nov,1,11
BT6,SO2,2023,2023_oct,1,10
BT6,SO2,2023,2023_sep,1,9
BT6,SO2,2024,2024_apr,1,4
BT6,SO2,2024,2024_aug,1,8
BT6,SO2,2024,2024_dec,1,12
BT6,SO2,2024,2024_feb,1,2
BT6,SO2,2024,2024_jan,1,1
BT6,SO2,2024,2024_jul,1,7
BT6,SO2,2024,2024_jun,1,6
BT6,SO2,2024,2024_mar,1,3
BT6,SO2,2024,2024_may,1,5
BT6,SO2,2024,2024_nov,1,11
BT6,SO2,2024,2024_oct,1,10
BT6,SO2,2024,2024_sep,1,9
BT6,SO2,2025,2025_apr,1,4
BT6,SO2,2025,2025_aug,1,8
BT6,SO2,2025,2025_feb,1,2
BT6,SO2,2025,2025_jan,1,1
BT6,SO2,2025,2025_jul,1,7
BT6,SO2,2025,2025_jun,1,6
BT6,SO2,2025,2025_mar,1,3
BT6,SO2,2025,2025_may,1,5
BT6,SO2,2025,2025_nov,1,11
BT6,SO2,2025,2025_oct,1,10
BT6,SO2,2025,2025_sep,1,9
BT8,PM2.5,2023,2023_apr,1,4
BT8,PM2.5,2023,2023_aug,1,8
BT8,PM2.5,2023,2023_feb,1,2
BT8,PM2.5,2023,2023_jan,1,1
BT8,PM2.5,2023,2023_jul,1,7
BT8,PM2.5,2023,2023_jun,1,6
BT8,PM2.5,2023,2023_mar,1,3
BT8,PM2.5,2023,2023_may,1,5
BX1,CO,2023,2023_apr,1,4
BX1,CO,2023,2023_aug,1,8
BX1,CO,2023,2023_dec,1,12
BX1,CO,2023,2023_feb,1,2
BX1,CO,2023,2023_jan,1,1
BX1,CO,2023,2023_jul,1,7
BX1,CO,2023,2023_jun,1,6
BX1,CO,2023,2023_mar,1,3
BX1,CO,2023,2023_may,1,5
BX1,CO,2023,2023_nov,1,11
BX1,CO,2023,2023_oct,1,10
BX1,CO,2023,2023_sep,1,9
BX1,CO,2024,2024_apr,1,4
BX1,CO,2024,2024_aug,1,8
BX1,CO,2024,2024_dec,1,12
BX1,CO,2024,2024_feb,1,2
BX1,CO,2024,2024_jan,1,1
BX1,CO,2024,2024_jul,1,7
BX1,CO,2024,2024_jun,1,6
BX1,CO,2024,2024_mar,1,3
BX1,CO,2024,2024_may,1,5
BX1,CO,2024,2024_nov,1,11
BX1,CO,2024,2024_oct,1,10
BX1,CO,2024,2024_sep,1,9
BX1,CO,2025,2025_apr,1,4
BX1,CO,2025,2025_aug,1,8
BX1,CO,2025,2025_feb,1,2
BX1,CO,2025,2025_jan,1,1
BX1,CO,2025,2025_jul,1,7
BX1,CO,2025,2025_jun,1,6
BX1,CO,2025,2025_mar,1,3
BX1,CO,2025,2025_may,1,5
BX1,CO,2025,2025_nov,1,11
BX1,CO,2025,2025_oct,1,10
BX1,CO,2025,2025_sep,1,9
BX1,NO2,2023,2023_dec,1,12
BX1,NO2,2024,2024_aug,1,8
BX1,NO2,2024,2024_jul,1,7
BX1,NO2,2024,2024_nov,1,11
BX1,NO2,2025,2025_apr,1,4
BX1,NO2,2025,2025_mar,1,3
BX1,NO2,2025,2025_may,1,5
BX1,O3,2025,2025_may,1,5
BX1,PM10,2023,2023_apr,1,4
BX1,PM10,2023,2023_aug,1,8
BX1,PM10,2023,2023_dec,1,12
BX1,PM10,2023,2023_feb,1,2
BX1,PM10,2023,2023_jan,1,1
BX1,PM10,2023,2023_jul,1,7
BX1,PM10,2023,2023_jun,1,6
BX1,PM10,2023,2023_mar,1,3
BX1,PM10,2023,2023_may,1,5
BX1,PM10,2023,2023_nov,1,11
BX1,PM10,2023,2023_oct,1,10
BX1,PM10,2023,2023_sep,1,9
BX1,PM10,2024,2024_apr,1,4
BX1,PM10,2024,2024_aug,1,8
BX1,PM10,2024,2024_dec,1,12
BX1,PM10,2024,2024_feb,1,2
BX1,PM10,2024,2024_jan,1,1
BX1,PM10,2024,2024_jul,1,7
BX1,PM10,2024,2024_jun,1,6
BX1,PM10,2024,2024_mar,1,3
BX1,PM10,2024,2024_may,1,5
BX1,PM10,2024,2024_nov,1,11
BX1,PM10,2024,2024_oct,1,10
BX1,PM10,2024,2024_sep,1,9
BX1,PM10,2025,2025_apr,1,4
BX1,PM10,2025,2025_aug,1,8
BX1,PM10,2025,2025_feb,1,2
BX1,PM10,2025,2025_jan,1,1
BX1,PM10,2025,2025_jul,1,7
BX1,PM10,2025,2025_jun,1,6
BX1,PM10,2025,2025_mar,1,3
BX1,PM10,2025,2025_may,1,5
BX1,PM10,2025,2025_nov,1,11
BX1,PM10,2025,2025_oct,1,10
BX1,PM10,2025,2025_sep,1,9
BX1,SO2,2024,2024_jul,1,7
BX1,SO2,2024,2024_jun,1,6
BX1,SO2,2025,2025_sep,1,9
BX2,NO2,2025,2025_nov,1,11
BX2,PM10,2024,2024_nov,1,11
BX2,PM10,2025,2025_may,1,5
BX2,PM2.5,2024,2024_nov,1,11
BX2,PM2.5,2025,2025_may,1,5
BY7,CO,2023,2023_apr,1,4
BY7,CO,2023,2023_aug,1,8
BY7,CO,2023,2023_dec,1,12
BY7,CO,2023,2023_feb,1,2
BY7,CO,2023,2023_jan,1,1
BY7,CO,2023,2023_jul,1,7
BY7,CO,2023,2023_jun,1,6
BY7,CO,2023,2023_mar,1,3
BY7,CO,2023,2023_may,1,5
BY7,CO,2023,2023_nov,1,11
BY7,CO,2023,2023_oct,1,10
BY7,CO,2023,2023_sep,1,9
BY7,CO,2024,2024_apr,1,4
BY7,CO,2024,2024_aug,1,8
BY7,CO,2024,2024_dec,1,12
BY7,CO,2024,2024_feb,1,2
BY7,CO,2024,2024_jan,1,1
BY7,CO,2024,2024_jul,1,7
BY7,CO,2024,2024_jun,1,6
BY7,CO,2024,2024_mar,1,3
BY7,CO,2024,2024_may,1,5
BY7,CO,2024,2024_nov,1,11
BY7,CO,2024,2024_oct,1,10
BY7,CO,2024,2024_sep,1,9
BY7,CO,2025,2025_apr,1,4
BY7,CO,2025,2025_aug,1,8
BY7,CO,2025,2025_feb,1,2
BY7,CO,2025,2025_jan,1,1
BY7,CO,2025,2025_jul,1,7
BY7,CO,2025,2025_jun,1,6
BY7,CO,2025,2025_mar,1,3
BY7,CO,2025,2025_may,1,5
BY7,CO,2025,2025_nov,1,11
BY7,CO,2025,2025_oct,1,10
BY7,CO,2025,2025_sep,1,9
BY7,NO2,2023,2023_dec,1,12
BY7,NO2,2023,2023_jan,1,1
BY7,NO2,2024,2024_jun,1,6
BY7,NO2,2024,2024_may,1,5
BY7,PM10,2023,2023_may,1,5
BY7,PM10,2024,2024_may,1,5
BY7,PM10,2025,2025_apr,1,4
BY7,PM10,2025,2025_jul,1,7
BY7,PM10,2025,2025_jun,1,6
BY7,PM10,2025,2025_mar,1,3
BY7,PM10,2025,2025_may,1,5
BY7,PM10,2025,2025_sep,1,9
BY7,PM2.5,2023,2023_jan,1,1
BY7,PM2.5,2023,2023_mar,1,3
BY7,PM2.5,2024,2024_jun,1,6
BY7,PM2.5,2024,2024_may,1,5
BY7,PM2.5,2025,2025_nov,1,11
CD1,NO2,2023,2023_apr,1,4
CD1,NO2,2023,2023_aug,1,8
CD1,NO2,2023,2023_dec,1,12
CD1,NO2,2023,2023_feb,1,2
CD1,NO2,2023,2023_jan,1,1
CD1,NO2,2023,2023_mar,1,3
CD1,NO2,2023,2023_may,1,5
CD1,NO2,2023,2023_nov,1,11
CD1,NO2,2023,2023_oct,1,10
CD1,NO2,2023,2023_sep,1,9
CD1,PM10,2023,2023_apr,1,4
CD1,PM10,2023,2023_aug,1,8
CD1,PM10,2023,2023_dec,1,12
CD1,PM10,2023,2023_feb,1,2
CD1,PM10,2023,2023_jan,1,1
CD1,PM10,2023,2023_jul,1,7
CD1,PM10,2023,2023_mar,1,3
CD1,PM10,2023,2023_may,1,5
CD1,PM10,2023,2023_nov,1,11
CD1,PM10,2023,2023_oct,1,10
CD1,PM10,2023,2023_sep,1,9
CD1,PM10,2024,2024_jul,1,7
CD1,PM10,2025,2025_feb,1,2
CD1,PM2.5,2023,2023_apr,1,4
CD1,PM2.5,2023,2023_aug,1,8
CD1,PM2.5,2023,2023_dec,1,12
CD1,PM2.5,2023,2023_feb,1,2
CD1,PM2.5,2023,2023_jan,1,1
CD1,PM2.5,2023,2023_jul,1,7
CD1,PM2.5,2023,2023_mar,1,3
CD1,PM2.5,2023,2023_may,1,5
CD1,PM2.5,2023,2023_nov,1,11
CD1,PM2.5,2023,2023_oct,1,10
CD1,PM2.5,2023,2023_sep,1,9
CD1,PM2.5,2024,2024_jul,1,7
CE2,NO2,2023,2023_jan,1,1
CE2,NO2,2024,2024_dec,1,12
CE2,NO2,2024,2024_may,1,5
CE2,NO2,2024,2024_nov,1,11
CE2,NO2,2024,2024_oct,1,10
CE2,NO2,2024,2024_sep,1,9
CE2,O3,2023,2023_jan,1,1
CE2,O3,2023,2023_jul,1,7
CE2,O3,2023,2023_jun,1,6
CE2,O3,2023,2023_nov,1,11
CE2,O3,2023,2023_oct,1,10
CE2,O3,2024,2024_may,1,5
CE2,O3,2024,2024_oct,1,10
CE2,O3,2024,2024_sep,1,9
CE2,O3,2025,2025_apr,1,4
CE2,O3,2025,2025_jul,1,7
CE2,O3,2025,2025_jun,1,6
CE2,O3,2025,2025_mar,1,3
CE2,O3,2025,2025_may,1,5
CE2,PM10,2023,2023_jan,1,1
CE2,PM10,2024,2024_aug,1,8
CE2,PM10,2024,2024_may,1,5
CE2,PM10,2024,2024_oct,1,10
CE2,PM10,2024,2024_sep,1,9
CE2,PM2.5,2023,2023_jan,1,1
CE2,PM2.5,2023,2023_jul,1,7
CE2,PM2.5,2024,2024_aug,1,8
CE2,PM2.5,2024,2024_may,1,5
CE2,PM2.5,2024,2024_oct,1,10
CE2,PM2.5,2024,2024_sep,1,9
CE3,NO2,2023,2023_jan,1,1
CE3,NO2,2023,2023_jul,1,7
CE3,NO2,2023,2023_may,1,5
CE3,NO2,2024,2024_apr,1,4
CE3,NO2,2024,2024_aug,1,8
CE3,NO2,2024,2024_dec,1,12
CE3,NO2,2024,2024_jul,1,7
CE3,NO2,2024,2024_jun,1,6
CE3,NO2,2024,2024_may,1,5
CE3,NO2,2024,2024_nov,1,11
CE3,NO2,2024,2024_oct,1,10
CE3,NO2,2024,2024_sep,1,9
CE3,NO2,2025,2025_aug,1,8
CE3,NO2,2025,2025_feb,1,2
CE3,NO2,2025,2025_jan,1,1
CE3,NO2,2025,2025_jul,1,7
CE3,NO2,2025,2025_jun,1,6
CE3,NO2,2025,2025_sep,1,9
CE3,PM10,2023,2023_jan,1,1
CE3,PM10,2024,2024_apr,1,4
CE3,PM10,2024,2024_aug,1,8
CE3,PM10,2024,2024_dec,1,12
CE3,PM10,2024,2024_jul,1,7
CE3,PM10,2024,2024_jun,1,6
CE3,PM10,2024,2024_may,1,5
CE3,PM10,2024,2024_nov,1,11
CE3,PM10,2024,2024_oct,1,10
CE3,PM10,2024,2024_sep,1,9
CE3,PM10,2025,2025_feb,1,2
CE3,PM10,2025,2025_jan,1,1
CE3,PM10,2025,2025_nov,1,11
CE3,PM2.5,2023,2023_jan,1,1
CE3,PM2.5,2024,2024_apr,1,4
CE3,PM2.5,2024,2024_aug,1,8
CE3,PM2.5,2024,2024_dec,1,12
CE3,PM2.5,2024,2024_jul,1,7
CE3,PM2.5,2024,2024_jun,1,6
CE3,PM2.5,2024,2024_may,1,5
CE3,PM2.5,2024,2024_nov,1,11
CE3,PM2.5,2024,2024_oct,1,10
CE3,PM2.5,2024,2024_sep,1,9
CE3,PM2.5,2025,2025_feb,1,2
CE3,PM2.5,2025,2025_jan,1,1
CE3,PM2.5,2025,2025_nov,1,11
CR5,NO2,2024,2024_mar,1,3
CR5,NO2,2024,2024_may,1,5
CR5,NO2,2025,2025_mar,1,3
CR7,NO2,2023,2023_feb,1,2
CR7,NO2,2023,2023_jan,1,1
CR7,NO2,2023,2023_mar,1,3
CR7,NO2,2024,2024_dec,1,12
CR7,NO2,2025,2025_feb,1,2
CR7,NO2,2025,2025_jan,1,1
CR7,NO2,2025,2025_mar,1,3
CR8,PM2.5,2023,2023_jul,1,7
CR8,PM2.5,2024,2024_dec,1,12
CR8,PM2.5,2024,2024_may,1,5
CR8,PM2.5,2025,2025_apr,1,4
CR8,PM2.5,2025,2025_aug,1,8
CR8,PM2.5,2025,2025_jul,1,7
CR8,PM2.5,2025,2025_jun,1,6
CR8,PM2.5,2025,2025_mar,1,3
CR8,PM2.5,2025,2025_may,1,5
CR8,PM2.5,2025,2025_nov,1,11
CR8,PM2.5,2025,2025_oct,1,10
CR8,PM2.5,2025,2025_sep,1,9
CR9,NO2,2023,2023_apr,1,4
CR9,NO2,2023,2023_aug,1,8
CR9,NO2,2023,2023_dec,1,12
CR9,NO2,2023,2023_feb,1,2
CR9,NO2,2023,2023_jan,1,1
CR9,NO2,2023,2023_jul,1,7
CR9,NO2,2023,2023_jun,1,6
CR9,NO2,2023,2023_mar,1,3
CR9,NO2,2023,2023_may,1,5
CR9,NO2,2023,2023_nov,1,11
CR9,NO2,2023,2023_oct,1,10
CR9,NO2,2023,2023_sep,1,9
CR9,NO2,2024,2024_apr,1,4
CR9,NO2,2024,2024_aug,1,8
CR9,NO2,2024,2024_dec,1,12
CR9,NO2,2024,2024_feb,1,2
CR9,NO2,2024,2024_jan,1,1
CR9,NO2,2024,2024_jul,1,7
CR9,NO2,2024,2024_jun,1,6
CR9,NO2,2024,2024_mar,1,3
CR9,NO2,2024,2024_may,1,5
CR9,NO2,2024,2024_nov,1,11
CR9,NO2,2024,2024_oct,1,10
CR9,NO2,2024,2024_sep,1,9
CR9,NO2,2025,2025_apr,1,4
CR9,NO2,2025,2025_aug,1,8
CR9,NO2,2025,2025_feb,1,2
CR9,NO2,2025,2025_jan,1,1
CR9,NO2,2025,2025_jul,1,7
CR9,NO2,2025,2025_jun,1,6
CR9,NO2,2025,2025_mar,1,3
CR9,NO2,2025,2025_may,1,5
CR9,NO2,2025,2025_nov,1,11
CR9,NO2,2025,2025_oct,1,10
CR9,NO2,2025,2025_sep,1,9
CR9,PM10,2023,2023_apr,1,4
CR9,PM10,2023,2023_aug,1,8
CR9,PM10,2023,2023_dec,1,12
CR9,PM10,2023,2023_feb,1,2
CR9,PM10,2023,2023_jan,1,1
CR9,PM10,2023,2023_jul,1,7
CR9,PM10,2023,2023_jun,1,6
CR9,PM10,2023,2023_mar,1,3
CR9,PM10,2023,2023_may,1,5
CR9,PM10,2023,2023_nov,1,11
CR9,PM10,2023,2023_oct,1,10
CR9,PM10,2023,2023_sep,1,9
CR9,PM10,2024,2024_apr,1,4
CR9,PM10,2024,2024_aug,1,8
CR9,PM10,2024,2024_dec,1,12
CR9,PM10,2024,2024_feb,1,2
CR9,PM10,2024,2024_jan,1,1
CR9,PM10,2024,2024_jul,1,7
CR9,PM10,2024,2024_jun,1,6
CR9,PM10,2024,2024_mar,1,3
