site,pollutant,start_date,end_date
CT3,PM10,2023-04-01,2023-04-30
CT3,PM10,2023-05-01,2023-05-31
CT3,PM10,2023-06-01,2023-06-30
CT3,PM10,2023-07-01,2023-07-31
CT3,PM10,2023-08-01,2023-08-31
CT3,PM10,2023-09-01,2023-09-30
CT3,PM10,2023-10-01,2023-10-31
CT3,PM10,2023-11-01,2023-11-30
CT3,PM10,2023-12-01,2023-12-31
CT3,PM25,2023-01-01,2023-01-31
CT3,PM25,2023-02-01,2023-02-28
CT3,PM25,2023-03-01,2023-03-31
CT3,PM25,2023-04-01,2023-04-30
CT3,PM25,2023-05-01,2023-05-31
CT3,PM25,2023-06-01,2023-06-30
CT3,PM25,2023-07-01,2023-07-31
CT3,PM25,2023-08-01,2023-08-31
CT3,PM25,2023-09-01,2023-09-30
CT3,PM25,2023-10-01,2023-10-31
CT3,PM25,2023-11-01,2023-11-30
CT3,PM25,2023-12-01,2023-12-31
CT3,SO2,2023-01-01,2023-01-31
CT3,SO2,2023-02-01,2023-02-28
CT3,SO2,2023-03-01,2023-03-31
CT3,SO2,2023-04-01,2023-04-30
CT3,SO2,2023-05-01,2023-05-31
CT3,SO2,2023-06-01,2023-06-30
CT3,SO2,2023-07-01,2023-07-31
CT3,SO2,2023-08-01,2023-08-31
CT3,SO2,2023-09-01,2023-09-30
CT3,SO2,2023-10-01,2023-10-31
CT3,SO2,2023-11-01,2023-11-30
CT3,SO2,2023-12-01,2023-12-31
CT8,CO,2023-01-01,2023-01-31
CT8,CO,2023-02-01,2023-02-28
CT8,CO,2023-03-01,2023-03-31
CT8,CO,2023-04-01,2023-04-30
CT8,CO,2023-05-01,2023-05-31
CT8,CO,2023-06-01,2023-06-30
CT8,CO,2023-07-01,2023-07-31
CT8,CO,2023-08-01,2023-08-31
CT8,CO,2023-09-01,2023-09-30
CT8,CO,2023-10-01,2023-10-31
CT8,CO,2023-11-01,2023-11-30
CT8,CO,2023-12-01,2023-12-31
CT8,NO2,2023-01-01,2023-01-31
CT8,NO2,2023-02-01,2023-02-28
CT8,NO2,2023-03-01,2023-03-31
CT8,NO2,2023-04-01,2023-04-30
CT8,NO2,2023-05-01,2023-05-31
CT8,NO2,2023-06-01,2023-06-30
CT8,NO2,2023-07-01,2023-07-31
CT8,NO2,2023-08-01,2023-08-31
CT8,NO2,2023-09-01,2023-09-30
CT8,NO2,2023-10-01,2023-10-31
CT8,NO2,2023-11-01,2023-11-30
CT8,NO2,2023-12-01,2023-12-31
CT8,O3,2023-01-01,2023-01-31
CT8,O3,2023-02-01,2023-02-28
CT8,O3,2023-03-01,2023-03-31
CT8,O3,2023-04-01,2023-04-30
CT8,O3,2023-05-01,2023-05-31
CT8,O3,2023-06-01,2023-06-30
CT8,O3,2023-07-01,2023-07-31
CT8,O3,2023-08-01,2023-08-31
CT8,O3,2023-09-01,2023-09-30
CT8,O3,2023-10-01,2023-10-31
CT8,O3,2023-11-01,2023-11-30
CT8,O3,2023-12-01,2023-12-31
CT8,PM10,2023-01-01,2023-01-31
CT8,PM10,2023-02-01,2023-02-28
CT8,PM10,2023-03-01,2023-03-31
CT8,PM10,2023-04-01,2023-04-30
CT8,PM10,2023-05-01,2023-05-31
CT8,PM10,2023-06-01,2023-06-30
CT8,PM10,2023-07-01,2023-07-31
CT8,PM10,2023-08-01,2023-08-31
CT8,PM10,2023-09-01,2023-09-30
CT8,PM10,2023-10-01,2023-10-31
CT8,PM10,2023-11-01,2023-11-30
CT8,PM10,2023-12-01,2023-12-31
CT8,PM25,2023-01-01,2023-01-31
CT8,PM25,2023-02-01,2023-02-28
CT8,PM25,2023-03-01,2023-03-31
CT8,PM25,2023-04-01,2023-04-30
CT8,PM25,2023-05-01,2023-05-31
CT8,PM25,2023-06-01,2023-06-30
CT8,PM25,2023-07-01,2023-07-31
CT8,PM25,2023-08-01,2023-08-31
CT8,PM25,2023-09-01,2023-09-30
CT8,PM25,2023-10-01,2023-10-31
CT8,PM25,2023-11-01,2023-11-30
CT8,PM25,2023-12-01,2023-12-31
CT8,SO2,2023-01-01,2023-01-31
CT8,SO2,2023-02-01,2023-02-28
CT8,SO2,2023-03-01,2023-03-31
CT8,SO2,2023-04-01,2023-04-30
CT8,SO2,2023-05-01,2023-05-31
CT8,SO2,2023-06-01,2023-06-30
CT8,SO2,2023-07-01,2023-07-31
CT8,SO2,2023-08-01,2023-08-31
CT8,SO2,2023-09-01,2023-09-30
CT8,SO2,2023-10-01,2023-10-31
CT8,SO2,2023-11-01,2023-11-30
CT8,SO2,2023-12-01,2023-12-31
CT6,CO,2023-01-01,2023-01-31
CT6,CO,2023-02-01,2023-02-28
CT6,CO,2023-03-01,2023-03-31
CT6,CO,2023-04-01,2023-04-30
CT6,CO,2023-05-01,2023-05-31
CT6,CO,2023-06-01,2023-06-30
CT6,CO,2023-07-01,2023-07-31
CT6,CO,2023-08-01,2023-08-31
CT6,CO,2023-09-01,2023-09-30
CT6,CO,2023-10-01,2023-10-31
CT6,CO,2023-11-01,2023-11-30
CT6,CO,2023-12-01,2023-12-31
CT6,NO2,2023-01-01,2023-01-31
CT6,NO2,2023-02-01,2023-02-28
CT6,NO2,2023-03-01,2023-03-31
CT6,NO2,2023-04-01,2023-04-30
CT6,NO2,2023-05-01,2023-05-31
CT6,NO2,2023-06-01,2023-06-30
CT6,NO2,2023-07-01,2023-07-31
CT6,NO2,2023-08-01,2023-08-31
CT6,NO2,2023-09-01,2023-09-30
CT6,NO2,2023-10-01,2023-10-31
CT6,NO2,2023-11-01,2023-11-30
CT6,NO2,2023-12-01,2023-12-31
CT6,O3,2023-01-01,2023-01-31
CT6,O3,2023-02-01,2023-02-28
CT6,O3,2023-03-01,2023-03-31
CT6,O3,2023-04-01,2023-04-30
CT6,O3,2023-05-01,2023-05-31
CT6,O3,2023-06-01,2023-06-30
CT6,O3,2023-07-01,2023-07-31
CT6,O3,2023-08-01,2023-08-31
CT6,O3,2023-09-01,2023-09-30
CT6,O3,2023-10-01,2023-10-31
CT6,O3,2023-11-01,2023-11-30
CT6,O3,2023-12-01,2023-12-31
CT6,PM10,2023-01-01,2023-01-31
CT6,PM10,2023-02-01,2023-02-28
CT6,PM10,2023-03-01,2023-03-31
CT6,PM10,2023-04-01,2023-04-30
CT6,PM10,2023-05-01,2023-05-31
CT6,PM10,2023-06-01,2023-06-30
CT6,PM10,2023-07-01,2023-07-31
CT6,PM10,2023-08-01,2023-08-31
CT6,PM10,2023-09-01,2023-09-30
CT6,PM10,2023-10-01,2023-10-31
CT6,PM10,2023-11-01,2023-11-30
CT6,PM10,2023-12-01,2023-12-31
CT6,PM25,2023-01-01,2023-01-31
CT6,PM25,2023-02-01,2023-02-28
CT6,PM25,2023-03-01,2023-03-31
CT6,PM25,2023-04-01,2023-04-30
CT6,PM25,2023-05-01,2023-05-31
CT6,PM25,2023-06-01,2023-06-30
CT6,PM25,2023-07-01,2023-07-31
CT6,PM25,2023-08-01,2023-08-31
CT6,PM25,2023-09-01,2023-09-30
CT6,PM25,2023-10-01,2023-10-31
CT6,PM25,2023-11-01,2023-11-30
CT6,PM25,2023-12-01,2023-12-31
CT6,SO2,2023-01-01,2023-01-31
CT6,SO2,2023-02-01,2023-02-28
CT6,SO2,2023-03-01,2023-03-31
CT6,SO2,2023-04-01,2023-04-30
CT6,SO2,2023-05-01,2023-05-31
CT6,SO2,2023-06-01,2023-06-30
CT6,SO2,2023-07-01,2023-07-31
CT6,SO2,2023-08-01,2023-08-31
CT6,SO2,2023-09-01,2023-09-30
CT6,SO2,2023-10-01,2023-10-31
CT6,SO2,2023-11-01,2023-11-30
CT6,SO2,2023-12-01,2023-12-31
CR6,CO,2023-01-01,2023-01-31
CR6,CO,2023-02-01,2023-02-28
CR6,CO,2023-03-01,2023-03-31
CR6,CO,2023-04-01,2023-04-30
CR6,CO,2023-05-01,2023-05-31
CR6,CO,2023-06-01,2023-06-30
CR6,CO,2023-07-01,2023-07-31
CR6,CO,2023-08-01,2023-08-31
CR6,CO,2023-09-01,2023-09-30
CR6,CO,2023-10-01,2023-10-31
CR6,CO,2023-11-01,2023-11-30
CR6,CO,2023-12-01,2023-12-31
CR6,NO2,2023-01-01,2023-01-31
CR6,NO2,2023-02-01,2023-02-28
CR6,NO2,2023-03-01,2023-03-31
CR6,NO2,2023-04-01,2023-04-30
CR6,NO2,2023-05-01,2023-05-31
CR6,NO2,2023-06-01,2023-06-30
CR6,NO2,2023-07-01,2023-07-31
CR6,NO2,2023-08-01,2023-08-31
CR6,NO2,2023-09-01,2023-09-30
CR6,NO2,2023-10-01,2023-10-31
CR6,NO2,2023-11-01,2023-11-30
CR6,NO2,2023-12-01,2023-12-31
CR6,O3,2023-01-01,2023-01-31
CR6,O3,2023-02-01,2023-02-28
CR6,O3,2023-03-01,2023-03-31
CR6,O3,2023-04-01,2023-04-30
CR6,O3,2023-05-01,2023-05-31
CR6,O3,2023-06-01,2023-06-30
CR6,O3,2023-07-01,2023-07-31
CR6,O3,2023-08-01,2023-08-31
CR6,O3,2023-09-01,2023-09-30
CR6,O3,2023-10-01,2023-10-31
CR6,O3,2023-11-01,2023-11-30
CR6,O3,2023-12-01,2023-12-31
CR6,PM10,2023-01-01,2023-01-31
CR6,PM10,2023-02-01,2023-02-28
CR6,PM10,2023-03-01,2023-03-31
CR6,PM10,2023-04-01,2023-04-30
CR6,PM10,2023-05-01,2023-05-31
CR6,PM10,2023-06-01,2023-06-30
CR6,PM10,2023-07-01,2023-07-31
CR6,PM10,2023-08-01,2023-08-31
CR6,PM10,2023-09-01,2023-09-30
CR6,PM10,2023-10-01,2023-10-31
CR6,PM10,2023-11-01,2023-11-30
CR6,PM10,2023-12-01,2023-12-31
CR6,PM25,2023-01-01,2023-01-31
CR6,PM25,2023-02-01,2023-02-28
CR6,PM25,2023-03-01,2023-03-31
CR6,PM25,2023-04-01,2023-04-30
CR6,PM25,2023-05-01,2023-05-31
CR6,PM25,2023-06-01,2023-06-30
CR6,PM25,2023-07-01,2023-07-31
CR6,PM25,2023-08-01,2023-08-31
CR6,PM25,2023-09-01,2023-09-30
CR6,PM25,2023-10-01,2023-10-31
CR6,PM25,2023-11-01,2023-11-30
CR6,PM25,2023-12-01,2023-12-31
CR6,SO2,2023-01-01,2023-01-31
CR6,SO2,2023-02-01,2023-02-28
CR6,SO2,2023-03-01,2023-03-31
CR6,SO2,2023-04-01,2023-04-30
CR6,SO2,2023-05-01,2023-05-31
CR6,SO2,2023-06-01,2023-06-30
CR6,SO2,2023-07-01,2023-07-31
CR6,SO2,2023-08-01,2023-08-31
CR6,SO2,2023-09-01,2023-09-30
CR6,SO2,2023-10-01,2023-10-31
CR6,SO2,2023-11-01,2023-11-30
CR6,SO2,2023-12-01,2023-12-31
CR4,CO,2023-01-01,2023-01-31
CR4,CO,2023-02-01,2023-02-28
CR4,CO,2023-03-01,2023-03-31
CR4,CO,2023-04-01,2023-04-30
CR4,CO,2023-05-01,2023-05-31
CR4,CO,2023-06-01,2023-06-30
CR4,CO,2023-07-01,2023-07-31
CR4,CO,2023-08-01,2023-08-31
CR4,CO,2023-09-01,2023-09-30
CR4,CO,2023-10-01,2023-10-31
CR4,CO,2023-11-01,2023-11-30
CR4,CO,2023-12-01,2023-12-31
CR4,NO2,2023-01-01,2023-01-31
CR4,NO2,2023-02-01,2023-02-28
CR4,NO2,2023-03-01,2023-03-31
CR4,NO2,2023-04-01,2023-04-30
CR4,NO2,2023-05-01,2023-05-31
CR4,NO2,2023-06-01,2023-06-30
CR4,NO2,2023-07-01,2023-07-31
CR4,NO2,2023-08-01,2023-08-31
CR4,NO2,2023-09-01,2023-09-30
CR4,NO2,2023-10-01,2023-10-31
CR4,NO2,2023-11-01,2023-11-30
CR4,NO2,2023-12-01,2023-12-31
CR4,O3,2023-01-01,2023-01-31
CR4,O3,2023-02-01,2023-02-28
CR4,O3,2023-03-01,2023-03-31
CR4,O3,2023-04-01,2023-04-30
CR4,O3,2023-05-01,2023-05-31
CR4,O3,2023-06-01,2023-06-30
CR4,O3,2023-07-01,2023-07-31
CR4,O3,2023-08-01,2023-08-31
CR4,O3,2023-09-01,2023-09-30
CR4,O3,2023-10-01,2023-10-31
CR4,O3,2023-11-01,2023-11-30
CR4,O3,2023-12-01,2023-12-31
CR4,PM10,2023-01-01,2023-01-31
CR4,PM10,2023-02-01,2023-02-28
CR4,PM10,2023-03-01,2023-03-31
CR4,PM10,2023-04-01,2023-04-30
CR4,PM10,2023-05-01,2023-05-31
CR4,PM10,2023-06-01,2023-06-30
CR4,PM10,2023-07-01,2023-07-31
CR4,PM10,2023-08-01,2023-08-31
CR4,PM10,2023-09-01,2023-09-30
CR4,PM10,2023-10-01,2023-10-31
CR4,PM10,2023-11-01,2023-11-30
CR4,PM10,2023-12-01,2023-12-31
CR4,PM25,2023-01-01,2023-01-31
CR4,PM25,2023-02-01,2023-02-28
CR4,PM25,2023-03-01,2023-03-31
CR4,PM25,2023-04-01,2023-04-30
CR4,PM25,2023-05-01,2023-05-31
CR4,PM25,2023-06-01,2023-06-30
CR4,PM25,2023-07-01,2023-07-31
CR4,PM25,2023-08-01,2023-08-31
CR4,PM25,2023-09-01,2023-09-30
CR4,PM25,2023-10-01,2023-10-31
CR4,PM25,2023-11-01,2023-11-30
CR4,PM25,2023-12-01,2023-12-31
CR4,SO2,2023-01-01,2023-01-31
CR4,SO2,2023-02-01,2023-02-28
CR4,SO2,2023-03-01,2023-03-31
CR4,SO2,2023-04-01,2023-04-30
CR4,SO2,2023-05-01,2023-05-31
CR4,SO2,2023-06-01,2023-06-30
CR4,SO2,2023-07-01,2023-07-31
CR4,SO2,2023-08-01,2023-08-31
CR4,SO2,2023-09-01,2023-09-30
CR4,SO2,2023-10-01,2023-10-31
CR4,SO2,2023-11-01,2023-11-30
CR4,SO2,2023-12-01,2023-12-31
CR5,CO,2023-01-01,2023-01-31
CR5,CO,2023-02-01,2023-02-28
CR5,CO,2023-03-01,2023-03-31
CR5,CO,2023-04-01,2023-04-30
CR5,CO,2023-05-01,2023-05-31
CR5,CO,2023-06-01,2023-06-30
CR5,CO,2023-07-01,2023-07-31
CR5,CO,2023-08-01,2023-08-31
CR5,CO,2023-09-01,2023-09-30
CR5,CO,2023-10-01,2023-10-31
CR5,CO,2023-11-01,2023-11-30
CR5,CO,2023-12-01,2023-12-31
CR5,NO2,2023-01-01,2023-01-31
CR5,NO2,2023-02-01,2023-02-28
CR5,NO2,2023-03-01,2023-03-31
CR5,NO2,2023-04-01,2023-04-30
CR5,NO2,2023-05-01,2023-05-31
CR5,NO2,2023-06-01,2023-06-30
CR5,NO2,2023-07-01,2023-07-31
CR5,NO2,2023-08-01,2023-08-31
CR5,NO2,2023-09-01,2023-09-30
CR5,NO2,2023-10-01,2023-10-31
CR5,NO2,2023-11-01,2023-11-30
CR5,NO2,2023-12-01,2023-12-31
CR5,O3,2023-01-01,2023-01-31
CR5,O3,2023-02-01,2023-02-28
CR5,O3,2023-03-01,2023-03-31
CR5,O3,2023-04-01,2023-04-30
CR5,O3,2023-05-01,2023-05-31
CR5,O3,2023-06-01,2023-06-30
CR5,O3,2023-07-01,2023-07-31
CR5,O3,2023-08-01,2023-08-31
CR5,O3,2023-09-01,2023-09-30
CR5,O3,2023-10-01,2023-10-31
CR5,O3,2023-11-01,2023-11-30
CR5,O3,2023-12-01,2023-12-31
CR5,PM10,2023-01-01,2023-01-31
CR5,PM10,2023-02-01,2023-02-28
CR5,PM10,2023-03-01,2023-03-31
CR5,PM10,2023-04-01,2023-04-30
CR5,PM10,2023-05-01,2023-05-31
CR5,PM10,2023-06-01,2023-06-30
CR5,PM10,2023-07-01,2023-07-31
CR5,PM10,2023-08-01,2023-08-31
CR5,PM10,2023-09-01,2023-09-30
CR5,PM10,2023-10-01,2023-10-31
CR5,PM10,2023-11-01,2023-11-30
CR5,PM10,2023-12-01,2023-12-31
CR5,PM25,2023-01-01,2023-01-31
CR5,PM25,2023-02-01,2023-02-28
CR5,PM25,2023-03-01,2023-03-31
CR5,PM25,2023-04-01,2023-04-30
CR5,PM25,2023-05-01,2023-05-31
CR5,PM25,2023-06-01,2023-06-30
CR5,PM25,2023-07-01,2023-07-31
CR5,PM25,2023-08-01,2023-08-31
CR5,PM25,2023-09-01,2023-09-30
CR5,PM25,2023-10-01,2023-10-31
CR5,PM25,2023-11-01,2023-11-30
CR5,PM25,2023-12-01,2023-12-31
CR5,SO2,2023-01-01,2023-01-31
CR5,SO2,2023-02-01,2023-02-28
CR5,SO2,2023-03-01,2023-03-31
CR5,SO2,2023-04-01,2023-04-30
CR5,SO2,2023-05-01,2023-05-31
CR5,SO2,2023-06-01,2023-06-30
CR5,SO2,2023-07-01,2023-07-31
CR5,SO2,2023-08-01,2023-08-31
CR5,SO2,2023-09-01,2023-09-30
CR5,SO2,2023-10-01,2023-10-31
CR5,SO2,2023-11-01,2023-11-30
CR5,SO2,2023-12-01,2023-12-31
CR8,CO,2023-01-01,2023-01-31
CR8,CO,2023-02-01,2023-02-28
CR8,CO,2023-03-01,2023-03-31
CR8,CO,2023-04-01,2023-04-30
CR8,CO,2023-05-01,2023-05-31
CR8,CO,2023-06-01,2023-06-30
CR8,CO,2023-07-01,2023-07-31
CR8,CO,2023-08-01,2023-08-31
CR8,CO,2023-09-01,2023-09-30
CR8,CO,2023-10-01,2023-10-31
CR8,CO,2023-11-01,2023-11-30
CR8,CO,2023-12-01,2023-12-31
CR8,NO2,2023-01-01,2023-01-31
CR8,NO2,2023-02-01,2023-02-28
CR8,NO2,2023-03-01,2023-03-31
CR8,NO2,2023-04-01,2023-04-30
CR8,NO2,2023-05-01,2023-05-31
CR8,NO2,2023-06-01,2023-06-30
CR8,NO2,2023-07-01,2023-07-31
CR8,NO2,2023-08-01,2023-08-31
CR8,NO2,2023-09-01,2023-09-30
CR8,NO2,2023-10-01,2023-10-31
CR8,NO2,2023-11-01,2023-11-30
CR8,NO2,2023-12-01,2023-12-31
CR8,O3,2023-01-01,2023-01-31
CR8,O3,2023-02-01,2023-02-28
CR8,O3,2023-03-01,2023-03-31
CR8,O3,2023-04-01,2023-04-30
CR8,O3,2023-05-01,2023-05-31
CR8,O3,2023-06-01,2023-06-30
CR8,O3,2023-07-01,2023-07-31
CR8,O3,2023-08-01,2023-08-31
CR8,O3,2023-09-01,2023-09-30
CR8,O3,2023-10-01,2023-10-31
CR8,O3,2023-11-01,2023-11-30
CR8,O3,2023-12-01,2023-12-31
CR8,PM10,2023-01-01,2023-01-31
CR8,PM10,2023-02-01,2023-02-28
CR8,PM10,2023-03-01,2023-03-31
CR8,PM10,2023-04-01,2023-04-30
CR8,PM10,2023-05-01,2023-05-31
CR8,PM10,2023-06-01,2023-06-30
CR8,PM10,2023-07-01,2023-07-31
CR8,PM10,2023-08-01,2023-08-31
CR8,PM10,2023-09-01,2023-09-30
CR8,PM10,2023-10-01,2023-10-31
CR8,PM10,2023-11-01,2023-11-30
CR8,PM10,2023-12-01,2023-12-31
CR8,PM25,2023-01-01,2023-01-31
CR8,PM25,2023-02-01,2023-02-28
CR8,PM25,2023-03-01,2023-03-31
CR8,PM25,2023-04-01,2023-04-30
CR8,PM25,2023-05-01,2023-05-31
CR8,PM25,2023-06-01,2023-06-30
CR8,PM25,2023-07-01,2023-07-31
CR8,PM25,2023-08-01,2023-08-31
CR8,PM25,2023-09-01,2023-09-30
CR8,PM25,2023-10-01,2023-10-31
CR8,PM25,2023-11-01,2023-11-30
CR8,PM25,2023-12-01,2023-12-31
CR8,SO2,2023-01-01,2023-01-31
CR8,SO2,2023-02-01,2023-02-28
CR8,SO2,2023-03-01,2023-03-31
CR8,SO2,2023-04-01,2023-04-30
CR8,SO2,2023-05-01,2023-05-31
CR8,SO2,2023-06-01,2023-06-30
CR8,SO2,2023-07-01,2023-07-31
CR8,SO2,2023-08-01,2023-08-31
CR8,SO2,2023-09-01,2023-09-30
CR8,SO2,2023-10-01,2023-10-31
CR8,SO2,2023-11-01,2023-11-30
CR8,SO2,2023-12-01,2023-12-31
CR9,CO,2023-01-01,2023-01-31
CR9,CO,2023-02-01,2023-02-28
CR9,CO,2023-03-01,2023-03-31
CR9,CO,2023-04-01,2023-04-30
CR9,CO,2023-05-01,2023-05-31
CR9,CO,2023-06-01,2023-06-30
CR9,CO,2023-07-01,2023-07-31
CR9,CO,2023-08-01,2023-08-31
CR9,CO,2023-09-01,2023-09-30
CR9,CO,2023-10-01,2023-10-31
CR9,CO,2023-11-01,2023-11-30
CR9,CO,2023-12-01,2023-12-31
CR9,NO2,2023-01-01,2023-01-31
CR9,NO2,2023-02-01,2023-02-28
CR9,NO2,2023-03-01,2023-03-31
CR9,NO2,2023-04-01,2023-04-30
CR9,NO2,2023-05-01,2023-05-31
CR9,NO2,2023-06-01,2023-06-30
CR9,NO2,2023-07-01,2023-07-31
CR9,NO2,2023-08-01,2023-08-31
CR9,NO2,2023-09-01,2023-09-30
CR9,NO2,2023-10-01,2023-10-31
CR9,NO2,2023-11-01,2023-11-30
CR9,NO2,2023-12-01,2023-12-31
CR9,O3,2023-01-01,2023-01-31
CR9,O3,2023-02-01,2023-02-28
CR9,O3,2023-03-01,2023-03-31
CR9,O3,2023-04-01,2023-04-30
CR9,O3,2023-05-01,2023-05-31
CR9,O3,2023-06-01,2023-06-30
CR9,O3,2023-07-01,2023-07-31
CR9,O3,2023-08-01,2023-08-31
CR9,O3,2023-09-01,2023-09-30
CR9,O3,2023-10-01,2023-10-31
CR9,O3,2023-11-01,2023-11-30
CR9,O3,2023-12-01,2023-12-31
CR9,PM10,2023-01-01,2023-01-31
CR9,PM10,2023-02-01,2023-02-28
CR9,PM10,2023-03-01,2023-03-31
CR9,PM10,2023-04-01,2023-04-30
CR9,PM10,2023-05-01,2023-05-31
CR9,PM10,2023-06-01,2023-06-30
CR9,PM10,2023-07-01,2023-07-31
CR9,PM10,2023-08-01,2023-08-31
CR9,PM10,2023-09-01,2023-09-30
CR9,PM10,2023-10-01,2023-10-31
CR9,PM10,2023-11-01,2023-11-30
CR9,PM10,2023-12-01,2023-12-31
CR9,PM25,2023-01-01,2023-01-31
CR9,PM25,2023-02-01,2023-02-28
CR9,PM25,2023-03-01,2023-03-31
CR9,PM25,2023-04-01,2023-04-30
CR9,PM25,2023-05-01,2023-05-31
CR9,PM25,2023-06-01,2023-06-30
CR9,PM25,2023-07-01,2023-07-31
CR9,PM25,2023-08-01,2023-08-31
CR9,PM25,2023-09-01,2023-09-30
CR9,PM25,2023-10-01,2023-10-31
CR9,PM25,2023-11-01,2023-11-30
CR9,PM25,2023-12-01,2023-12-31
CR9,SO2,2023-01-01,2023-01-31
CR9,SO2,2023-02-01,2023-02-28
CR9,SO2,2023-03-01,2023-03-31
CR9,SO2,2023-04-01,2023-04-30
CR9,SO2,2023-05-01,2023-05-31
CR9,SO2,2023-06-01,2023-06-30
CR9,SO2,2023-07-01,2023-07-31
CR9,SO2,2023-08-01,2023-08-31
CR9,SO2,2023-09-01,2023-09-30
CR9,SO2,2023-10-01,2023-10-31
CR9,SO2,2023-11-01,2023-11-30
CR9,SO2,2023-12-01,2023-12-31
CR2,CO,2023-01-01,2023-01-31
CR2,CO,2023-02-01,2023-02-28
CR2,CO,2023-03-01,2023-03-31
CR2,CO,2023-04-01,2023-04-30
CR2,CO,2023-05-01,2023-05-31
CR2,CO,2023-06-01,2023-06-30
CR2,CO,2023-07-01,2023-07-31
CR2,CO,2023-08-01,2023-08-31
CR2,CO,2023-09-01,2023-09-30
CR2,CO,2023-10-01,2023-10-31
CR2,CO,2023-11-01,2023-11-30
CR2,CO,2023-12-01,2023-12-31
CR2,NO2,2023-01-01,2023-01-31
CR2,NO2,2023-02-01,2023-02-28
CR2,NO2,2023-03-01,2023-03-31
CR2,NO2,2023-04-01,2023-04-30
CR2,NO2,2023-05-01,2023-05-31
CR2,NO2,2023-06-01,2023-06-30
CR2,NO2,2023-07-01,2023-07-31
CR2,NO2,2023-08-01,2023-08-31
CR2,NO2,2023-09-01,2023-09-30
CR2,NO2,2023-10-01,2023-10-31
CR2,NO2,2023-11-01,2023-11-30
CR2,NO2,2023-12-01,2023-12-31
CR2,O3,2023-01-01,2023-01-31
CR2,O3,2023-02-01,2023-02-28
CR2,O3,2023-03-01,2023-03-31
CR2,O3,2023-04-01,2023-04-30
CR2,O3,2023-05-01,2023-05-31
CR2,O3,2023-06-01,2023-06-30
CR2,O3,2023-07-01,2023-07-31
CR2,O3,2023-08-01,2023-08-31
CR2,O3,2023-09-01,2023-09-30
CR2,O3,2023-10-01,2023-10-31
CR2,O3,2023-11-01,2023-11-30
CR2,O3,2023-12-01,2023-12-31
CR2,PM10,2023-01-01,2023-01-31
CR2,PM10,2023-02-01,2023-02-28
CR2,PM10,2023-03-01,2023-03-31
CR2,PM10,2023-04-01,2023-04-30
CR2,PM10,2023-05-01,2023-05-31
CR2,PM10,2023-06-01,2023-06-30
CR2,PM10,2023-07-01,2023-07-31
CR2,PM10,2023-08-01,2023-08-31
CR2,PM10,2023-09-01,2023-09-30
CR2,PM10,2023-10-01,2023-10-31
CR2,PM10,2023-11-01,2023-11-30
CR2,PM10,2023-12-01,2023-12-31
CR2,PM25,2023-01-01,2023-01-31
CR2,PM25,2023-02-01,2023-02-28
CR2,PM25,2023-03-01,2023-03-31
CR2,PM25,2023-04-01,2023-04-30
CR2,PM25,2023-05-01,2023-05-31
CR2,PM25,2023-06-01,2023-06-30
CR2,PM25,2023-07-01,2023-07-31
CR2,PM25,2023-08-01,2023-08-31
CR2,PM25,2023-09-01,2023-09-30
CR2,PM25,2023-10-01,2023-10-31
CR2,PM25,2023-11-01,2023-11-30
CR2,PM25,2023-12-01,2023-12-31
CR2,SO2,2023-01-01,2023-01-31
CR2,SO2,2023-02-01,2023-02-28
CR2,SO2,2023-03-01,2023-03-31
CR2,SO2,2023-04-01,2023-04-30
CR2,SO2,2023-05-01,2023-05-31
CR2,SO2,2023-06-01,2023-06-30
CR2,SO2,2023-07-01,2023-07-31
CR2,SO2,2023-08-01,2023-08-31
CR2,SO2,2023-09-01,2023-09-30
CR2,SO2,2023-10-01,2023-10-31
CR2,SO2,2023-11-01,2023-11-30
CR2,SO2,2023-12-01,2023-12-31
CR7,CO,2023-01-01,2023-01-31
CR7,CO,2023-02-01,2023-02-28
CR7,CO,2023-03-01,2023-03-31
CR7,CO,2023-04-01,2023-04-30
CR7,CO,2023-05-01,2023-05-31
CR7,CO,2023-06-01,2023-06-30
CR7,CO,2023-07-01,2023-07-31
CR7,CO,2023-08-01,2023-08-31
CR7,CO,2023-09-01,2023-09-30
CR7,CO,2023-10-01,2023-10-31
CR7,CO,2023-11-01,2023-11-30
CR7,CO,2023-12-01,2023-12-31
CR7,NO2,2023-01-01,2023-01-31
CR7,NO2,2023-02-01,2023-02-28
CR7,NO2,2023-03-01,2023-03-31
CR7,NO2,2023-04-01,2023-04-30
CR7,NO2,2023-05-01,2023-05-31
CR7,NO2,2023-06-01,2023-06-30
CR7,NO2,2023-07-01,2023-07-31
CR7,NO2,2023-08-01,2023-08-31
CR7,NO2,2023-09-01,2023-09-30
CR7,NO2,2023-10-01,2023-10-31
CR7,NO2,2023-11-01,2023-11-30
CR7,NO2,2023-12-01,2023-12-31
CR7,O3,2023-01-01,2023-01-31
CR7,O3,2023-02-01,2023-02-28
CR7,O3,2023-03-01,2023-03-31
CR7,O3,2023-04-01,2023-04-30
CR7,O3,2023-05-01,2023-05-31
CR7,O3,2023-06-01,2023-06-30
CR7,O3,2023-07-01,2023-07-31
CR7,O3,2023-08-01,2023-08-31
CR7,O3,2023-09-01,2023-09-30
CR7,O3,2023-10-01,2023-10-31
CR7,O3,2023-11-01,2023-11-30
CR7,O3,2023-12-01,2023-12-31
